Driver_ID,dr_city,dr_state,dr_contract,dr_commission,dr_paytype,dr_wkbase,dr_onduty,dr_status
59733,LAWRENCEVILLE                 ,GA ,1,100,COMMISSION,NULL,1,107
59756,CAROL STREAM                  ,IL ,1,100,COMMISSION,NULL,1,107
59764,AUSTIN                        ,TX ,1,100,COMMISSION,NULL,0,236
59786,PITTSBORO                     ,NC ,1,100,COMMISSION,NULL,0,236
59794,BLOOMINGTON                   ,MN ,1,100,COMMISSION,NULL,1,107
59799,HOUSTON                       ,TX ,1,100,COMMISSION,0,0,236
59813,ORLEANS                       ,ON ,1,0,DAILY     ,NULL,1,107
59814,NEW BALTIMORE                 ,MI ,1,100,COMMISSION,0,0,236
59815,DUNCANVILLE                   ,TX ,1,100,COMMISSION,NULL,1,107
59824,VANCOUVER                     ,WA ,1,100,COMMISSION,NULL,1,107
59828,CAMAS                         ,WA ,1,100,COMMISSION,NULL,1,107
59838,PORTLAND                      ,OR ,1,100,COMMISSION,NULL,0,236
59860,LAWRENCEVILLE                 ,GA ,1,100,COMMISSION,NULL,1,107
59870,DORCHESTER                    ,MA ,1,100,COMMISSION,0,0,236
59877,BLOOMINGTON                   ,MN ,1,100,COMMISSION,NULL,1,107
59882,WARREN                        ,OH ,1,100,COMMISSION,NULL,1,107
59888,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
59889,CHARLOTTE                     ,NC ,1,0,          ,NULL,0,236
59890,DAYTON                        ,TX ,1,100,COMMISSION,0,1,107
59892,ST PAUL                       ,MN ,1,100,COMMISSION,NULL,0,236
59901,ARLINGTON                     ,TX ,1,100,COMMISSION,NULL,0,236
59932,SHELBY                        ,NC ,1,100,COMMISSION,NULL,0,236
59934,HAMPTON                       ,GA ,1,100,COMMISSION,NULL,0,236
59943,REVERE                        ,MA ,1,100,COMMISSION,NULL,0,236
59946,MIAMI                         ,FL ,1,100,COMMISSION,0,1,107
59949,CLINTON                       ,MD ,1,100,COMMISSION,0,1,107
59954,MIAMI                         ,FL ,1,100,COMMISSION,0,1,107
59961,NEW BALTIMORE                 ,MI ,1,100,COMMISSION,NULL,0,236
59964,                              ,   ,1,100,COMMISSION,NULL,1,107
59966,SHELBY TWP                    ,MI ,1,100,COMMISSION,0,1,107
59978,LA MIRADA                     ,CA ,1,100,COMMISSION,0,1,107
59980,WALNUTPORT                    ,PA ,1,100,COMMISSION,NULL,1,107
59982,DETROIT                       ,MI ,1,100,COMMISSION,0,0,236
59983,VANCOUVER                     ,WA ,1,100,COMMISSION,NULL,1,107
59984,SIMI VALLEY                   ,CA ,1,100,COMMISSION,NULL,0,236
59986,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
59993,HACKENSACK                    ,NJ ,1,100,COMMISSION,0,0,236
60000,SHELBY TWP                    ,MI ,1,100,COMMISSION,0,0,236
60007,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
60008,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
60010,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
60016,BARRIE                        ,ON ,1,0,DAILY     ,0,1,107
60021,HOUSTON                       ,TX ,1,100,COMMISSION,0,0,236
60028,CHICAGO                       ,IL ,1,100,COMMISSION,NULL,1,107
60032,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
60033,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
60034,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
60035,HOUSTON                       ,TX ,1,100,COMMISSION,0,0,236
60037,HOUSTON                       ,TX ,1,100,COMMISSION,0,0,236
60041,SPRINGFIELD                   ,MA ,1,100,COMMISSION,0,0,236
60046,SEVERAL                       ,MD ,1,100,COMMISSION,NULL,1,107
60048,ATLANTA                       ,GA ,1,100,COMMISSION,NULL,0,236
60068,ELLENWOOD                     ,GA ,1,100,COMMISSION,0,0,236
60069,ROMEOVILLE                    ,IL ,1,100,COMMISSION,NULL,1,107
60090,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,1,107
60095,MEDFORD                       ,MA ,1,100,COMMISSION,NULL,0,236
60099,WALNUTPORT                    ,PA ,1,100,COMMISSION,NULL,1,107
60107,SILVER SPRING                 ,MD ,1,100,COMMISSION,NULL,1,107
60136,ELIZABETH                     ,NJ ,1,100,COMMISSION,0,1,107
60138,COLLINGDALE                   ,PA ,1,100,COMMISSION,NULL,0,236
60143,REVERE                        ,MA ,1,100,COMMISSION,NULL,1,107
60152,COLLINGDALE                   ,PA ,1,100,COMMISSION,NULL,1,107
60169,HIALEAH                       ,FL ,1,100,COMMISSION,NULL,0,236
60176,CAMDEN                        ,NJ ,1,100,COMMISSION,NULL,0,236
60180,BETHLEHEM                     ,PA ,1,100,COMMISSION,NULL,1,107
60184,BETHLEHEM                     ,PA ,1,100,COMMISSION,NULL,1,107
60195,CANTON                        ,OH ,1,0,WEEKLY    ,0,0,236
60214,KENT                          ,WA ,1,100,COMMISSION,NULL,1,107
60216,TUKWILA                       ,WA ,1,100,COMMISSION,NULL,1,107
60217,TUKWILA                       ,WA ,1,100,COMMISSION,NULL,1,107
60218,TACOMA                        ,WA ,1,100,COMMISSION,NULL,1,107
60223,LYNNWOOD                      ,WA ,1,100,COMMISSION,NULL,1,107
60227,RENTON                        ,WA ,1,100,COMMISSION,NULL,1,107
60228,TUKWILA                       ,WA ,1,100,COMMISSION,NULL,1,107
60229,TUKWILA                       ,WA ,1,100,COMMISSION,NULL,1,107
60230,DES MOINES                    ,WA ,1,100,COMMISSION,0,0,236
60236,TACOMA                        ,WA ,1,100,COMMISSION,NULL,1,107
60242,KENT                          ,WA ,1,100,COMMISSION,NULL,1,107
60245,KENT                          ,WA ,1,100,COMMISSION,NULL,1,107
60249,WEEHAWKIN                     ,NJ ,1,100,COMMISSION,NULL,0,236
60251,HYDE PARK                     ,MA ,1,100,COMMISSION,NULL,0,236
60252,HYDE PARK                     ,MA ,1,100,COMMISSION,NULL,1,107
60253,WINCHESTER                    ,VA ,1,100,COMMISSION,0,0,236
60254,KENT                          ,WA ,1,100,COMMISSION,NULL,0,236
60271,LIVONIA                       ,MI ,1,100,COMMISSION,0,0,236
60280,TAYLORSVILLE                  ,UT ,1,100,COMMISSION,0,1,107
60282,LIVONIA                       ,MI ,1,100,COMMISSION,0,0,236
60285,PICKERINGTON                  ,OH ,1,100,COMMISSION,NULL,1,107
60290,PASSAIC                       ,NJ ,1,100,COMMISSION,NULL,0,236
60293,SANTA ANA                     ,CA ,1,100,COMMISSION,NULL,0,236
60311,NEWARK                        ,DE ,1,100,COMMISSION,NULL,1,107
60314,CHITTENANGO                   ,NY ,1,100,COMMISSION,0,1,107
60322,OCALA                         ,FL ,1,100,COMMISSION,NULL,0,236
60337,FREMONT                       ,CA ,1,100,COMMISSION,NULL,0,236
60378,HAYWARD                       ,CA ,1,100,COMMISSION,NULL,0,236
60389,HAYWARD                       ,CA ,1,100,COMMISSION,NULL,0,236
60401,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
60402,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
60410,LIVONIA                       ,MI ,1,100,COMMISSION,0,0,236
60411,TAYLOR                        ,MI ,1,100,COMMISSION,0,0,236
60417,TAYLOR                        ,MI ,1,100,COMMISSION,0,0,236
60418,SANTA CLARA                   ,CA ,1,100,COMMISSION,0,1,107
60419,SANTA CLARA                   ,CA ,1,100,COMMISSION,0,1,107
60421,BRAMPTON                      ,ON ,1,0,WEEKLY    ,0,1,107
60425,CANTON                        ,OH ,1,100,COMMISSION,0,1,107
60438,BELLMAWR                      ,NJ ,1,100,COMMISSION,NULL,0,236
60447,ROMEOVILLE                    ,IL ,1,100,COMMISSION,NULL,1,107
60458,CHICAGO                       ,IL ,1,100,COMMISSION,NULL,1,107
60460,CALGARY                       ,AB ,1,0,DAILY     ,0,1,107
60461,HOUSTON                       ,TX ,1,100,COMMISSION,0,0,236
60465,RIVERSIDE                     ,CA ,1,100,COMMISSION,NULL,0,236
60468,MIAMI                         ,FL ,1,100,COMMISSION,NULL,0,236
60474,CHICAGO                       ,IL ,1,100,COMMISSION,NULL,0,236
60475,CHICAGO                       ,IL ,1,100,COMMISSION,NULL,0,236
60500,CAMDEN                        ,NJ ,1,100,COMMISSION,0,0,236
60505,CAMDEN                        ,NJ ,1,100,COMMISSION,NULL,0,236
60512,CONYERS                       ,GA ,1,100,COMMISSION,NULL,0,236
60522,SNELLVILLE                    ,GA ,1,100,COMMISSION,NULL,0,236
60548,FRANKLIN                      ,MA ,1,100,COMMISSION,NULL,0,236
60551,MCDONOUGH                     ,GA ,1,100,COMMISSION,NULL,1,107
60552,MCDONOUGH                     ,GA ,1,100,COMMISSION,NULL,1,107
60566,FRANKLIN                      ,MA ,1,100,COMMISSION,NULL,0,236
60571,LIVONIA                       ,MI ,1,100,COMMISSION,0,0,236
60575,ENGLEWOOD                     ,NJ ,1,100,COMMISSION,NULL,0,236
60592,"CALGARY,AB,T3J4N9             ",AB ,1,0,DAILY     ,0,1,107
60618,AURORA                        ,ON ,1,0,DAILY     ,NULL,1,107
60619,ELIZABETH                     ,NJ ,1,100,COMMISSION,NULL,0,236
60634,PATERSON                      ,NJ ,1,100,COMMISSION,NULL,0,236
60663,MEDFORD                       ,MA ,1,100,COMMISSION,NULL,1,107
60664,BROCKTON                      ,MA ,1,100,COMMISSION,NULL,0,236
60670,BROCKTON                      ,MA ,1,100,COMMISSION,NULL,0,236
60674,BRIGHTON                      ,MA ,1,100,COMMISSION,NULL,1,107
60689,QUINCY                        ,MA ,1,100,COMMISSION,NULL,0,236
60690,QUINCY                        ,MA ,1,100,COMMISSION,NULL,0,236
60691,MILTON                        ,MA ,1,100,COMMISSION,0,1,107
60692,MILTON                        ,MA ,1,100,COMMISSION,0,1,107
60693,BOSTON                        ,MA ,1,100,COMMISSION,NULL,1,107
60696,MATTAPAN                      ,MA ,1,100,COMMISSION,NULL,1,107
60697,BROCKTON                      ,MA ,1,100,COMMISSION,NULL,0,236
60698,WEYMOUTH                      ,MA ,1,100,COMMISSION,NULL,0,236
60709,BROCKTON                      ,MA ,1,100,COMMISSION,NULL,0,236
60710,DUNCANVILLE                   ,TX ,1,100,COMMISSION,NULL,1,107
60721,FRANKLIN                      ,MA ,1,100,COMMISSION,NULL,0,236
60722,FRANKLIN                      ,MA ,1,100,COMMISSION,NULL,1,107
60723,FRANKLIN                      ,MA ,1,100,COMMISSION,NULL,0,236
60724,FRANKLIN                      ,MA ,1,100,COMMISSION,NULL,0,236
60725,PAWTUCKET                     ,RI ,1,100,COMMISSION,NULL,0,236
60735,CHITTENANGO                   ,NY ,1,100,COMMISSION,0,1,107
60742,MIAMI                         ,FL ,1,100,COMMISSION,0,0,236
60744,STONEY CREEK                  ,ON ,1,0,DAILY     ,NULL,1,107
60745,WHITTIER                      ,CA ,1,100,COMMISSION,NULL,1,107
60748,BRAMPTON                      ,ON ,1,0,DAILY     ,0,1,107
60749,STONEY CREEK                  ,ON ,1,0,DAILY     ,NULL,1,107
60751,LAWRENCEVILLE                 ,GA ,1,100,COMMISSION,NULL,1,107
60767,BAY SHORE                     ,NY ,1,100,COMMISSION,0,1,107
60770,FRESNO                        ,CA ,1,100,COMMISSION,0,0,236
60772,CHINO                         ,CA ,1,100,COMMISSION,NULL,1,107
60773,ST LOUIS                      ,MO ,1,100,COMMISSION,0,1,107
60778,TORONTO                       ,ON ,1,0,DAILY     ,0,1,107
60780,LILBURN                       ,GA ,1,100,COMMISSION,NULL,0,236
60782,MIAMI                         ,FL ,1,100,COMMISSION,0,0,236
60792,CLEVELAND                     ,OH ,1,100,COMMISSION,0,1,107
60793,CLEVELAND                     ,OH ,1,100,COMMISSION,0,1,107
60794,CLEVELAND                     ,OH ,1,100,COMMISSION,0,1,107
60795,CLEVELAND                     ,OH ,1,100,COMMISSION,0,1,107
60796,CLEVELAND                     ,OH ,1,100,COMMISSION,0,1,107
60797,CLEVELAND                     ,OH ,1,100,COMMISSION,0,1,107
60799,LOS ANGELES                   ,CA ,1,100,COMMISSION,0,1,107
60801,CLEVELAND                     ,OH ,1,100,COMMISSION,0,1,107
60803,NEW BALTIMORE                 ,MI ,1,100,COMMISSION,0,0,236
60829,FRANKLIN                      ,MA ,1,100,COMMISSION,NULL,0,236
60833,HOUSTON                       ,TX ,1,100,COMMISSION,0,0,236
60851,TOPEKA                        ,KS ,1,100,COMMISSION,0,1,107
60855,NEW BRUNSWICK                 ,NJ ,1,100,COMMISSION,0,1,107
60874,CHULA VISTA                   ,CA ,1,100,COMMISSION,0,0,236
60888,WAUWATOSA                     ,WI ,1,100,COMMISSION,NULL,0,236
60906,CLEVELAND                     ,OH ,1,100,COMMISSION,0,1,107
60908,LATHROP                       ,CA ,1,100,COMMISSION,0,1,107
60909,MINNEAPOLIS                   ,MN ,1,100,COMMISSION,0,1,107
60913,KINGSTON                      ,ON ,1,0,DAILY     ,0,1,107
60922,CAMDEN                        ,NJ ,1,100,COMMISSION,NULL,0,236
60935,PORT HOPE                     ,ON ,1,0,DAILY     ,NULL,0,236
60949,"ABBOTSFORD,BC,V2S0B1          ",BC ,1,0,DAILY     ,NULL,1,107
60951,ORLANDO                       ,FL ,1,100,COMMISSION,0,0,236
60963,NORTH BERGEN                  ,NJ ,1,100,COMMISSION,0,1,107
60964,NORTH AUBURN                  ,WA ,1,100,COMMISSION,NULL,1,107
60974,BELLMAWR                      ,NJ ,1,100,COMMISSION,NULL,0,236
60993,SAINT PAUL                    ,MN ,1,100,COMMISSION,0,0,236
61010,BURNSVILLE                    ,MN ,1,100,COMMISSION,0,1,107
61016,BROADVIEW HEIGHTS             ,OH ,1,0,WEEKLY    ,0,1,107
61021,BELLMAWR                      ,NJ ,1,100,COMMISSION,NULL,0,236
61031,ATLANTA                       ,GA ,1,100,COMMISSION,NULL,0,236
61054,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,0,236
61066,CORAL SPRINGS                 ,FL ,1,0,WEEKLY    ,NULL,0,236
61080,KINGSTON                      ,ON ,1,0,DAILY     ,0,1,107
61090,TUKWILA                       ,WA ,1,100,COMMISSION,NULL,1,107
61096,PORTLAND                      ,OR ,1,100,COMMISSION,0,1,107
61122,FORT WORTH                    ,TX ,1,100,COMMISSION,0,1,107
61128,ANTIOCH                       ,TN ,1,100,COMMISSION,0,1,107
61134,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
61139,THORNHILL                     ,ON ,1,0,DAILY     ,0,1,107
61161,HACKENSACK                    ,NJ ,1,100,COMMISSION,NULL,0,236
61167,FRANKLIN                      ,MA ,1,100,COMMISSION,NULL,1,107
61174,OTTAWA                        ,ON ,1,0,DAILY     ,0,1,107
61188,NEW YORK                      ,NY ,1,100,COMMISSION,NULL,1,107
61191,LAWRENCEVILLE                 ,GA ,1,100,COMMISSION,NULL,0,236
61192,ODESSA                        ,TX ,1,100,COMMISSION,0,1,107
61195,"ABBOTSFORD,BC,V2S3Y6          ",BC ,1,0,DAILY     ,0,0,236
61198,FRANKLIN                      ,MA ,1,100,COMMISSION,NULL,0,236
61205,WEST NEW YORK                 ,NJ ,1,100,COMMISSION,NULL,0,236
61207,QUINCY                        ,MA ,1,100,COMMISSION,NULL,0,236
61213,FRESNO                        ,CA ,1,100,COMMISSION,NULL,1,107
61214,MIAMI                         ,FL ,1,100,COMMISSION,0,1,107
61219,HOUSTON                       ,TX ,1,100,COMMISSION,0,0,236
61223,HOUSTON                       ,TX ,1,100,COMMISSION,0,0,236
61228,LAWNDALE                      ,CA ,1,100,COMMISSION,0,1,107
61231,CHULA VISTA                   ,CA ,1,100,COMMISSION,0,1,107
61236,NEW BOSTON                    ,MI ,1,100,COMMISSION,NULL,1,107
61237,BRAMPTON                      ,ON ,1,0,DAILY     ,NULL,1,107
61241,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,1,107
61247,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,1,107
61248,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,1,107
61249,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,0,236
61251,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,0,236
61254,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
61255,THORNTON                      ,CO ,1,100,COMMISSION,0,1,107
61258,DULUTH                        ,MN ,1,100,COMMISSION,0,0,236
61259,DULUTH                        ,MN ,1,100,COMMISSION,0,0,236
61263,CAMAS                         ,WA ,1,100,COMMISSION,NULL,1,107
61268,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,0,236
61271,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,0,236
61273,CHULA VISTA                   ,CA ,1,100,COMMISSION,0,0,236
61280,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,1,107
61281,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,0,236
61286,SEATTLE                       ,WA ,1,100,COMMISSION,NULL,1,107
61305,GAHANNA                       ,OH ,1,100,COMMISSION,0,1,107
61307,GAHANNA                       ,OH ,1,100,COMMISSION,0,0,236
61309,GAHANNA                       ,OH ,1,100,COMMISSION,0,0,236
61318,THORNTON                      ,CO ,1,100,COMMISSION,0,0,236
61327,MIAMI                         ,FL ,1,100,COMMISSION,0,0,236
61331,HAMILTON                      ,ON ,1,0,DAILY     ,0,1,107
61348,GAINESVILLE                   ,GA ,1,100,COMMISSION,NULL,1,107
61355,N. LAS VEGAS                  ,NV ,1,100,COMMISSION,NULL,0,236
61357,CANTON                        ,OH ,1,100,COMMISSION,0,1,107
61358,SOUTH ATTLEBORO               ,MA ,1,100,COMMISSION,0,0,236
61373,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,1,107
61389,WYOMING                       ,MI ,1,100,COMMISSION,NULL,0,236
61403,LA CROSSE                     ,WI ,1,100,COMMISSION,0,0,236
61410,FLAT ROCK                     ,MI ,1,100,COMMISSION,NULL,0,236
61411,BROWNSTOWN                    ,MI ,1,100,COMMISSION,NULL,0,236
61423,RICHMOND                      ,TX ,1,100,COMMISSION,0,1,107
61425,DAYTON                        ,TX ,1,100,COMMISSION,0,1,107
61440,ROOSEVELT                     ,NY ,1,100,COMMISSION,NULL,0,236
61445,"PRINCE GEORGE,BC,V2M3A8       ",BC ,1,0,DAILY     ,0,0,236
61447,KATY                          ,TX ,1,100,COMMISSION,0,1,107
61451,FT MYERS                      ,FL ,1,100,COMMISSION,0,0,236
61452,LOS ANGELES                   ,CA ,1,100,COMMISSION,NULL,0,236
61455,SEATTLE                       ,WA ,1,100,COMMISSION,NULL,1,107
61460,NAPLES                        ,FL ,1,100,COMMISSION,0,0,236
61463,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
61472,ROMULUS                       ,MI ,1,100,COMMISSION,NULL,1,107
61479,LAS VEGAS                     ,NV ,1,100,COMMISSION,0,1,107
61481,LAUREL                        ,MD ,1,100,COMMISSION,NULL,0,236
61482,LAUREL                        ,MD ,1,100,COMMISSION,NULL,0,236
61499,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,1,107
61504,LOS ANGELES                   ,CA ,1,100,COMMISSION,NULL,0,236
61505,CHULA VISTA                   ,CA ,1,100,COMMISSION,NULL,0,236
61509,CHINO                         ,CA ,1,100,COMMISSION,NULL,1,107
61520,LETHBRIDGE                    ,AB ,1,0,DAILY     ,0,1,107
61522,CANYON LAKE                   ,CA ,1,100,COMMISSION,0,1,107
61523,MIAMI                         ,FL ,1,100,COMMISSION,NULL,0,236
61545,ROHNERT PARK                  ,CA ,1,100,COMMISSION,0,1,107
61547,VANCOUVER                     ,WA ,1,100,COMMISSION,NULL,1,107
61548,CHINO                         ,CA ,1,100,COMMISSION,NULL,0,236
61550,SAN MARCOS                    ,CA ,1,100,COMMISSION,0,1,107
61551,SAN MARCOS                    ,CA ,1,100,COMMISSION,0,1,107
61552,SAN MARCOS                    ,CA ,1,100,COMMISSION,0,1,107
61553,SAN MARCOS                    ,CA ,1,100,COMMISSION,0,0,236
61554,SAN MARCOS                    ,CA ,1,100,COMMISSION,0,1,107
61555,SAN MARCOS                    ,CA ,1,100,COMMISSION,0,0,236
61563,FORT WAYNE                    ,IN ,1,100,COMMISSION,0,0,236
61566,EVANSVILLE                    ,IN ,1,100,COMMISSION,0,0,236
61567,LOUISVILLE                    ,KY ,1,100,COMMISSION,0,0,236
61568,LOUISVILLE                    ,KY ,1,100,COMMISSION,0,0,236
61577,CAPE CORAL                    ,FL ,1,100,COMMISSION,0,0,236
61578,ODESSA                        ,TX ,1,100,COMMISSION,0,1,107
61580,NORTH HAVEN                   ,CT ,1,100,COMMISSION,0,1,107
61590,WOODBRIDGE                    ,VA ,1,100,COMMISSION,NULL,1,107
61593,LAS VEGAS                     ,NV ,1,100,COMMISSION,0,1,107
61609,CHICAGO                       ,IL ,1,100,COMMISSION,NULL,0,236
61625,HAMILTON                      ,ON ,1,0,DAILY     ,0,0,236
61626,HAMILTON                      ,ON ,1,0,DAILY     ,0,1,107
61630,EDINBURG                      ,TX ,1,100,COMMISSION,NULL,0,236
61634,FITCHBURG                     ,MA ,1,100,COMMISSION,0,1,107
61642,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
61649,PLAINWELL                     ,MI ,1,100,COMMISSION,0,1,107
61650,PLAINWELL                     ,MI ,1,100,COMMISSION,0,1,107
61653,SNELLVILLE                    ,GA ,1,100,COMMISSION,NULL,0,236
61655,HUNTSVILLE                    ,AL ,1,100,COMMISSION,0,0,236
61658,SNELLVILLE                    ,GA ,1,100,COMMISSION,NULL,0,236
61668,WILLIAMSVILLE                 ,NY ,1,100,COMMISSION,0,0,236
61669,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
61671,CONROE                        ,TX ,1,100,COMMISSION,0,1,107
61674,DORR                          ,MI ,1,100,COMMISSION,0,1,107
61675,LONG BEACH                    ,CA ,1,100,COMMISSION,0,0,236
61676,FORT WAYNE                    ,IN ,1,100,COMMISSION,0,0,236
61678,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
61679,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
61680,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
61682,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
61685,MULLIKEN                      ,MI ,1,100,COMMISSION,0,0,236
61696,MULLIKEN                      ,MI ,1,100,COMMISSION,0,1,107
61698,STILLWATER                    ,ME ,1,100,COMMISSION,0,1,107
61699,MIDDLETOWN                    ,OH ,1,100,COMMISSION,0,1,107
61700,HOUSTON                       ,TX ,1,100,COMMISSION,0,1,107
61703,DORR                          ,MI ,1,100,COMMISSION,0,1,107
61711,FORT WORTH                    ,TX ,1,100,COMMISSION,0,1,107
61713,FT MYERS                      ,FL ,1,100,COMMISSION,0,0,236
61722,CONROE                        ,TX ,1,100,COMMISSION,0,1,107
61723,SALT LAKE CITY                ,UT ,1,100,COMMISSION,NULL,1,107
61725,LOS ANGELES                   ,CA ,1,100,COMMISSION,0,1,107
61726,LOS ANGELES                   ,CA ,1,100,COMMISSION,0,1,107
61727,LOS ANGELES                   ,CA ,1,100,COMMISSION,0,1,107
61728,LOS ANGELES                   ,CA ,1,100,COMMISSION,0,1,107
61741,HARPER WOODS                  ,MI ,1,100,COMMISSION,NULL,1,107
61748,MIDDLETON                     ,MA ,1,100,COMMISSION,0,1,107
61750,"EDMONTON,AB,T6L5H3            ",AB ,1,100,COMMISSION,NULL,1,107
61758,CHULA VISTA                   ,CA ,1,100,COMMISSION,0,1,107
61764,DAYTON                        ,TX ,1,100,COMMISSION,NULL,0,236
61771,CAMDEN                        ,NJ ,1,100,COMMISSION,0,1,107
61773,COLTSNECK                     ,NJ ,1,100,COMMISSION,0,0,236
61779,GRAND ISLAND                  ,NE ,1,100,COMMISSION,0,1,107
61793,BOLINGBROOK                   ,IL ,1,100,COMMISSION,0,1,107
61794,BOLINGBROOK                   ,IL ,1,100,COMMISSION,0,1,107
61798,SAN YSIDRO                    ,CA ,1,100,COMMISSION,NULL,1,107
61800,LA CROSSE                     ,WI ,1,100,COMMISSION,0,0,236
61803,RAYLAND                       ,OH ,1,100,COMMISSION,0,1,107
61807,RAYLAND                       ,OH ,1,100,COMMISSION,0,0,236
61813,ANTIOCH                       ,TN ,1,100,COMMISSION,0,1,107
61826,COLUMBIA                      ,SC ,1,100,COMMISSION,0,1,107
61829,COLUMBIA                      ,SC ,1,100,COMMISSION,0,1,107
61843,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,1,107
61844,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,1,107
61847,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,1,107
61857,MESQUITE                      ,TX ,1,100,COMMISSION,0,0,236
61860,FAIRBURN                      ,GA ,1,100,COMMISSION,NULL,0,236
61861,FAIRBURN                      ,GA ,1,100,COMMISSION,NULL,0,236
61869,MORENO VALLEY                 ,CA ,1,100,COMMISSION,0,1,107
61874,EVANSVILLE                    ,IN ,1,100,COMMISSION,0,0,236
61877,STATEN ISLAND                 ,NY ,1,100,COMMISSION,0,1,107
61878,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,1,107
61881,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,0,236
61882,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,0,236
61888,MESQUITE                      ,TX ,1,100,COMMISSION,0,0,236
61889,MIDDLETOWN                    ,OH ,1,100,COMMISSION,0,1,107
61896,DALLAS                        ,TX ,1,100,COMMISSION,NULL,0,236
61903,ARLINGTON                     ,VA ,1,100,COMMISSION,0,0,236
61904,ARLINGTON                     ,VA ,1,100,COMMISSION,0,0,236
61905,ARLINGTON                     ,VA ,1,100,COMMISSION,0,0,236
61906,ARLINGTON                     ,VA ,1,100,COMMISSION,0,0,236
61907,ARLINGTON                     ,VA ,1,100,COMMISSION,0,0,236
61909,MILL CREEK                    ,WA ,1,100,COMMISSION,NULL,0,236
61916,ARLINGTON                     ,VA ,1,100,COMMISSION,0,0,236
61918,SNELLVILLE                    ,GA ,1,100,COMMISSION,0,1,107
61921,WEST NEW YORK                 ,NJ ,1,100,COMMISSION,0,0,236
61925,DULUTH                        ,MN ,1,100,COMMISSION,0,0,236
61931,BRANFORD                      ,CT ,1,100,COMMISSION,0,1,107
61932,BROCKTON                      ,MA ,1,100,COMMISSION,NULL,0,236
61933,BROCKTON                      ,MA ,1,100,COMMISSION,NULL,0,236
61934,BROCKTON                      ,MA ,1,100,COMMISSION,NULL,0,236
61947,MERIDEN                       ,CT ,1,100,COMMISSION,NULL,0,236
61956,MERIDEN                       ,CT ,1,100,COMMISSION,NULL,0,236
61957,MERIDEN                       ,CT ,1,100,COMMISSION,NULL,0,236
61959,MERIDEN                       ,CT ,1,100,COMMISSION,NULL,0,236
61960,MERIDEN                       ,CT ,1,100,COMMISSION,NULL,0,236
61965,PRIOR LAKE                    ,MN ,1,100,COMMISSION,0,1,107
61966,MERIDEN                       ,CT ,1,100,COMMISSION,NULL,0,236
61971,PERRIS                        ,CA ,1,0,WEEKLY    ,NULL,1,107
61979,PROVIDENCE                    ,RI ,1,100,COMMISSION,NULL,1,107
62006,FT MYERS                      ,FL ,1,100,COMMISSION,0,0,236
62008,TAMPA                         ,FL ,1,100,COMMISSION,0,1,107
62010,TAMPA                         ,FL ,1,100,COMMISSION,0,1,107
62011,TAMPA                         ,FL ,1,100,COMMISSION,0,1,107
62012,TAMPA                         ,FL ,1,100,COMMISSION,0,0,236
62013,TAMPA                         ,FL ,1,100,COMMISSION,0,1,107
62014,PLOVER                        ,WI ,1,100,COMMISSION,0,1,107
62016,ST CHARLES                    ,MO ,1,100,COMMISSION,0,1,107
62022,HENSLEY                       ,AR ,1,100,COMMISSION,0,1,107
